id,decision,status,objective,candidateObjective,mapping,originalDomain,domain,question,reason,reference,reviewedAt
"741","conservar_revisada","verified","1.5","","editorial","Arquitectura y Data Cloud","Arquitectura y Data Cloud","Which statement describes Snowflake tables?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/tables-clustering-micropartitions","2026-09-21"
"742","archivar","archived","","1.2","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","Which type of charts are supported by Snowsight? (Choose two.)","Trivia sobre tipos de gráficos de Snowsight, una interfaz cambiante; mismo criterio que ID 442.","https://docs.snowflake.com/en/user-guide/ui-snowsight-visualizations","2026-09-21"
"743","conservar_revisada","verified","3.3","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","A user wants to upload a file to an internal Snowflake stage using a PUT command. Which tools and/or connectors could be used to execute this command? (Choose two.)","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/sql-reference/sql/put","2026-09-21"
"744","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which Snowflake table is an implicit object layered on a stage, where the stage can be either internal or external?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-load-dirtables","2026-09-21"
"745","apartar","quarantine","","1.2","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","(https://civicasoft0.sharepoint.com/:i:/s/EspecialidadSnowflake/EQHdSrIjURhCmjPJUt5h4y0BtMF4iCGd1bU4OHY0_8jx5g?e=rbtAEq  Image needed) The Query Profile in the image is for a query executed in Snowsight. Four of the key nodes are highlighted in yellow. Which highlighted node will be the MOST expensive?","El enunciado requiere un recurso visual que no está integrado en el banco.","https://docs.snowflake.com/en/user-guide/query-profile.html",""
"746","corregir","verified","1.5","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","What is a characteristic of the maintenance of a materialized view?","Precisada la clave: el mantenimiento lo hace un servicio en segundo plano con cómputo de Snowflake, no un warehouse del usuario.","https://docs.snowflake.com/en/user-guide/views-materialized","2026-09-21"
"747","apartar","quarantine","","2.2","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","Which command should be used to implement a masking policy that was already created in Snowflake?","ALTER MASKING POLICY modifica la política; su aplicación a una columna necesita otra operación.","https://docs.snowflake.com/en/user-guide/security-column-ddm-use",""
"748","duplicado","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which command should be used to unload all the rows from a table into one or more files in a named stage?","Mismo enunciado, opciones y respuestas que 731 (ignorando orden).","https://docs.snowflake.com/en/sql-reference/sql/copy-into-location.html",""
"749","corregir","verified","1.5","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","A query reads a materialized view before its background maintenance has applied recent DML on the base table. What does Snowflake return?","La clave original (una sola tabla, sin joins) repetía la pregunta 212; reformulada sobre la vigencia de los datos, que el original trataba en un distractor.","https://docs.snowflake.com/en/user-guide/views-materialized","2026-09-21"
"750","duplicado","archived","","2.3","provisional","Rendimiento, Consultas y Transformacion","Gestion de cuenta y Gobernanza","The use of which Snowflake table type will reduce costs when working with ETL workflows?","Mismo enunciado, opciones y respuestas que 722 (ignorando orden).","https://docs.snowflake.com/en/user-guide/tables-temp-transient.html#temporary-tables",""
"751","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","A user wants to unload data from a relational table into a CSV file in an external stage. The table must be named exactly as specified by the user. Which file format option MUST be used to do this?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/sql-reference/sql/copy-into-location.html",""
"752","archivar","archived","","2.2","provisional","Rendimiento, Consultas y Transformacion","Gestion de cuenta y Gobernanza","Which account usage view in Snowflake can be used to identify the most-frequently accessed tables?","Repite el uso de ACCESS_HISTORY para analizar el uso de tablas, ya contrastado en IDs 474 y 589.","https://docs.snowflake.com/en/sql-reference/account-usage/access_history.html","2026-09-21"
"753","corregir","verified","1.5","","editorial","Arquitectura y Data Cloud","Arquitectura y Data Cloud","Which two items does Snowflake document among the metadata it stores about the rows in each micro-partition? (Choose two.)","Sustituido un distractor que podía ser verdadero (recuento de valores, posible propiedad adicional de los metadatos) por otro claramente falso.","https://docs.snowflake.com/en/user-guide/tables-clustering-micropartitions","2026-09-21"
"754","conservar_revisada","verified","5.2","","editorial","Gestion de cuenta y Gobernanza","Colaboracion y Proteccion de datos","What role has the privileges to create and manage data shares by default?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-sharing-provider","2026-09-21"
"755","conservar_revisada","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which function determines the kind of value stored in a VARIANT column?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/sql-reference/functions/typeof","2026-09-21"
"756","corregir","verified","5.1","","editorial","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","Which operation can be performed using Time Travel?","Sustituido el distractor sobre restaurar tablas eliminadas de un share, ambiguo porque Time Travel sí restaura tablas eliminadas. Clave conservada.","https://docs.snowflake.com/en/user-guide/data-time-travel","2026-09-21"
"757","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What are characteristics of Snowflake directory tables? (Choose two.)","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-load-dirtables","2026-09-21"
"758","apartar","quarantine","","4.4","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","What does the VARIANT data type impose a 16 MB size limit on?","Límite histórico de 16 MB sin contexto de tipo/versión; contrastar con límites actuales.","https://docs.snowflake.com/en/user-guide/semistructured-considerations",""
"759","archivar","archived","","2.1","provisional","Arquitectura y Data Cloud","Gestion de cuenta y Gobernanza","Which activities are included in the Cloud Services layer? (Choose two.)","Repite la lista de servicios de cloud services (IDs 152, 163, 215 y 381); además, el distractor de enmascaramiento dinámico es discutible porque cloud services incluye el control de acceso.","https://docs.snowflake.com/en/user-guide/intro-key-concepts.html#cloud-services-layer","2026-09-21"
"760","corregir","verified","4.1","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","What does percentage scanned from cache in Query Profile describe?","Original answer incorrectly said remote disk cache.","https://docs.snowflake.com/en/user-guide/ui-snowsight-activity","2026-09-21"
"761","apartar","quarantine","","2.1","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","Which role has the ability to create a share from a shared database by default?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/data-share-consumers",""
"762","corregir","verified","4.1","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which warehouse parameters cancel SQL statements after a time limit, either while they wait in the queue or while they run? (Choose two.)","MAX_CONCURRENCY_LEVEL también es un parámetro de objeto (warehouse) que controla la concurrencia: el original tenía tres respuestas plausibles. Acotado a los límites de tiempo.","https://docs.snowflake.com/en/sql-reference/parameters","2026-09-21"
"763","archivar","archived","","1.5","provisional","Arquitectura y Data Cloud","Arquitectura y Data Cloud","What metadata does Snowflake store for rows in micro-partitions? (Choose two.)","Duplica ID 753 y su distractor «Null values» no es claramente falso: la documentación menciona propiedades adicionales de los metadatos sin enumerarlas.","https://docs.snowflake.com/en/user-guide/tables-clustering-micropartitions.html","2026-09-21"
"764","conservar_revisada","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","What are valid sub-clauses to the OVER clause for a window function? (Choose two.)","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/sql-reference/functions-window-syntax","2026-09-21"
"765","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which kind of Snowflake table stores file-level metadata for each file in a stage?","Repite la tabla de directorio como almacén de metadatos de los archivos del stage, ya contrastada en ID 369 y en los IDs 744 y 757 de esta tanda.","https://docs.snowflake.com/en/user-guide/data-load-dirtables","2026-09-21"
"766","conservar_revisada","verified","2.1","","editorial","Rendimiento, Consultas y Transformacion","Gestion de cuenta y Gobernanza","Which privileges apply to stored procedures? (Choose two.)","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/security-access-control-privileges","2026-09-21"
"767","apartar","quarantine","","3.3","provisional","Rendimiento, Consultas y Transformacion","Carga, Descarga y Conectividad","What column type does a Kafka connector store formatted information in a single column?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/kafka-connector-overview",""
"768","apartar","quarantine","","2.3","provisional","Rendimiento, Consultas y Transformacion","Gestion de cuenta y Gobernanza","If a size Small virtual warehouse costs two credits per hour, what is the credit cost per hour of a size Large virtual warehouse?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/warehouses-considerations.html#warehouse-size-and-credit-usage",""
"769","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which SQL command will list the files in a named stage?","Repite LIST sobre un stage con nombre, ya contrastado en ID 279.","https://docs.snowflake.com/en/sql-reference/sql/list.html","2026-09-21"
"770","conservar_revisada","verified","1.4","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","What is the effect of configuring a virtual warehouse auto-suspend value to '0'?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/sql-reference/sql/alter-warehouse","2026-09-21"
"771","archivar","archived","","4.4","provisional","Carga, Descarga y Conectividad","Rendimiento, Consultas y Transformacion","Which data types can be used in Snowflake to store semi-structured data? (Choose two.)","Repite ARRAY y VARIANT como tipos para datos semiestructurados, ya contrastado en ID 623.","https://docs.snowflake.com/en/sql-reference/data-types-semistructured","2026-09-21"
"772","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","While attempting to avoid data duplication, which COPY INTO option should be used to load files with expired load metadata?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/data-load-considerations-load",""
"773","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","What service is provided as an integrated Snowflake feature to enhance Multi-Factor Authentication (MFA) support?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/admin-security-mfa-duo.html",""
"774","archivar","archived","","2.3","provisional","Rendimiento, Consultas y Transformacion","Gestion de cuenta y Gobernanza","What is the impact on queries that are being executed when a resource monitor set to the 'Notify & Suspend' threshold level is exceeded?","Repite la diferencia entre Notify & Suspend y Notify & Suspend Immediately, ya contrastada en IDs 298 y 1049.","https://docs.snowflake.com/en/user-guide/resource-monitors.html","2026-09-21"
"775","conservar_revisada","verified","5.3","","editorial","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","What tasks can an account administrator perform in the Data Exchange? (Choose two.)","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-exchange-marketplace-privileges","2026-09-21"
"776","apartar","quarantine","","","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","Which types of subqueries does Snowflake support? (Choose two.)","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/querying-subqueries",""
"777","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","How can network and private connectivity security be managed in Snowflake?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/network-policies.html",""
"778","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What consideration should be made when loading data into Snowflake?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-load-considerations-prepare","2026-09-21"
"779","archivar","archived","","1.4","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","How can a user improve the performance of a single large complex query in Snowflake?","Repite el escalado vertical del warehouse para una consulta compleja, ya contrastado en IDs 17 y 137.","https://docs.snowflake.com/en/user-guide/warehouses-considerations","2026-09-21"
"780","apartar","quarantine","","","provisional","Colaboracion y Proteccion de datos","Arquitectura y Data Cloud","Who can access a referenced file through a scoped URL?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/unstructured-intro",""
"781","corregir","verified","5.2","","editorial","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","A provider creates a share without setting SECURE_OBJECTS_ONLY = FALSE. Granting SELECT on which object to this share returns an error?","La documentación vigente permite compartir vistas no seguras si el share usa SECURE_OBJECTS_ONLY = FALSE; se acota el escenario al comportamiento por defecto.","https://docs.snowflake.com/en/sql-reference/sql/grant-privilege-share","2026-09-21"
"782","corregir","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","In Snowsight, what determines which databases, tables and other objects a user can see and which actions the user can perform on them?","La documentación actual atribuye la visibilidad al rol primario junto con los roles secundarios activados, no solo al «rol activo».","https://docs.snowflake.com/en/user-guide/ui-snowsight-gs","2026-09-21"
"783","apartar","quarantine","","1.5","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","Why would a Snowflake user decide to use a materialized view instead of a regular view?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/views-materialized.html",""
"784","apartar","quarantine","","2.1","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","When a database is cloned, which objects in the clone inherit all granted privileges from the source object? (Choose two.)","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/object-clone",""
"785","conservar_revisada","verified","2.2","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","How does the Access_History view enhance overall data governance pertaining to read and write operations? (Choose two.)","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/access-history","2026-09-21"
"786","archivar","archived","","3.3","provisional","Arquitectura y Data Cloud","Carga, Descarga y Conectividad","What does Snowflake recommend a user do if they need to connect to Snowflake with a tool or technology that is not listed in Snowflake’s partner ecosystem?","La recomendación citada ya no figura en la documentación vigente (el ecosistema remite a la web de partners) y la conexión mediante drivers estándar ya se evalúa en IDs 34, 3061 y 3062.","https://docs.snowflake.com/en/user-guide/ecosystem-all","2026-09-21"
"787","apartar","quarantine","","","provisional","Carga, Descarga y Conectividad","Arquitectura y Data Cloud","What is the expiration period for a file URL used to access unstructured data in cloud storage?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/unstructured-intro",""
"788","conservar_revisada","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which applications can use key pair authentication? (Choose two).","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/key-pair-auth","2026-09-21"
"789","corregir","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which statement about PUT and GET is correct?","Removed false SnowSQL exclusivity.","https://docs.snowflake.com/en/sql-reference/sql/put","2026-09-21"
"790","archivar","archived","","3.1","provisional","Rendimiento, Consultas y Transformacion","Carga, Descarga y Conectividad","A user has enabled the STRIP_OUTER_ARRAY file format option for the COPY INTO {table} command to remove the outer array structure. What else will this format option and command do?","Repite STRIP_OUTER_ARRAY para cargar cada elemento en una fila, ya contrastado en ID 335.","https://docs.snowflake.com/en/user-guide/semistructured-considerations","2026-09-21"
"791","conservar_revisada","verified","2.3","","editorial","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","Which objects will incur storage costs associated with Fail-safe?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/cost-understanding-data-storage","2026-09-21"
"792","conservar_revisada","verified","4.1","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","What technique does Snowflake use to limit the number of micro-partitions scanned by each query?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/tables-clustering-micropartitions","2026-09-21"
"793","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","What activities can a user with the ORGADMIN role perform? (Choose two.)","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/organizations",""
"794","archivar","archived","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","In a managed access schema, who can grant privileges on objects in the schema to other roles? (Choose two.)","Repite quién puede conceder privilegios en un esquema de acceso gestionado, ya contrastado en IDs 564 y 3063.","https://docs.snowflake.com/en/user-guide/security-access-control-overview","2026-09-21"
"795","archivar","archived","","4.1","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","What are the recommended steps to address poor SQL query performance due to data spilling? (Choose two.)","Repite las recomendaciones ante el derrame de memoria (ID 600) e incluye un distractor plausible: leer solo las columnas necesarias también puede reducir memoria.","https://docs.snowflake.com/en/user-guide/warehouses-tasks.html#managing-warehouse-performance","2026-09-21"
"796","corregir","verified","5.2","","editorial","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","A provider shares unstructured files with consumers through a secure view. Which Snowflake URL types can the view return so that consumers can access the files? (Choose two.)","Eliminado el distractor «HTTPS URL», ambiguo porque una URL prefirmada es una URL HTTPS; la explicación original estaba en español y sin justificación.","https://docs.snowflake.com/en/user-guide/unstructured-data-sharing","2026-09-21"
"797","conservar_revisada","verified","5.2","","editorial","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","What are characteristics of reader accounts in Snowflake? (Choose two.)","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-sharing-reader-create","2026-09-21"
"798","apartar","quarantine","","","provisional","Colaboracion y Proteccion de datos","Arquitectura y Data Cloud","Why should a Snowflake user configure a secure view? (Choose two.)","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/sql-reference/sql/create-view.html#secure-views",""
"799","archivar","archived","","2.1","provisional","Arquitectura y Data Cloud","Gestion de cuenta y Gobernanza","Which activities are managed by Snowflake’s Cloud Services layer? (Choose two.)","Repite autenticación y análisis/optimización de consultas como servicios de cloud services, ya contrastado en ID 381.","https://docs.snowflake.com/en/user-guide/intro-key-concepts.html","2026-09-21"
"800","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","The COPY INTO command can unload data from a table directly into which locations? (Choose two.)","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/sql-reference/sql/copy-into-location","2026-09-21"
"801","archivar","archived","","1.2","provisional","Gestion de cuenta y Gobernanza","Arquitectura y Data Cloud","What does the Activity area of Snowsight allow users to do? (Choose two.)","Depende del antiguo área Activity de Snowsight (hoy Monitoring); Query History y Query Profile ya se evalúan con preguntas funcionales.","https://docs.snowflake.com/en/user-guide/ui-snowsight.html","2026-09-21"
"802","archivar","archived","","1.2","provisional","Gestion de cuenta y Gobernanza","Arquitectura y Data Cloud","In which Snowsight section can a user switch roles, modify their profile, and access documentation?","Memoriza la ubicación de opciones del menú de usuario de Snowsight; mismo criterio que ID 476.","https://docs.snowflake.com/en/user-guide/ui-snowsight.html","2026-09-21"
"803","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What is the recommended way to change the existing file format type in my_format from CSV to JSON?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/sql-reference/sql/alter-file-format","2026-09-21"
"804","archivar","archived","","1.2","provisional","Arquitectura y Data Cloud","Arquitectura y Data Cloud","Which features are included in Snowsight? (Choose two.)","Trivia de interfaz: el límite de descarga de 100 MB no figura en la documentación vigente y compartir worksheets ya se evalúa en ID 204.","https://docs.snowflake.com/en/user-guide/ui-snowsight-quick-tourl","2026-09-21"
"805","conservar_revisada","verified","3.1","","editorial","Colaboracion y Proteccion de datos","Carga, Descarga y Conectividad","How long can a data consumer who has a pre-signed URL access data files using Snowflake?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/sql-reference/functions/get_presigned_url","2026-09-21"
"806","conservar_revisada","verified","3.2","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What mechanisms can be used to inform Snowpipe that there are staged files available to load into a Snowflake table? (Choose two.)","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-load-snowpipe-intro","2026-09-21"
"807","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","A Snowflake user needs to import a JSON file larger than 16 MB. What file format option could be used?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/data-load-considerations-prepare#semi-structured-data-size-limitations",""
"808","archivar","archived","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","What is a feature of column-level security in Snowflake?","Repite External Tokenization como característica de seguridad a nivel de columna, ya contrastada en IDs 156 y 577.","https://docs.snowflake.com/user-guide/security-column-intro#what-is-column-level-security","2026-09-21"
"809","conservar_revisada","verified","4.1","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which common query problems can the Query Profile help a user identify and troubleshoot? (Choose two.)","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/ui-snowsight-activity","2026-09-21"
"810","archivar","archived","","5.1","provisional","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","What is the Fail-safe retention period for transient and temporary tables?","Repite la ausencia de Fail-safe en tablas temporales y transitorias, ya contrastada en ID 164.","https://docs.snowflake.com/en/user-guide/tables-temp-transient","2026-09-21"
"811","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which Snowflake features can be enabled by calling the SYSTEM$GLOBAL_ACCOUNT_SET_PARAMETER function by a user with the ORGADMIN role? (Choose two.)","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/sql-reference/functions/system_global_account_set_parameter",""
"812","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What are characteristics of directory tables when used with unstructured data? (Choose two.)","Repite las características de las tablas de directorio con datos no estructurados, ya contrastadas en ID 369 y en el ID 757 de esta tanda.","https://docs.snowflake.com/en/user-guide/data-load-dirtables#what-is-a-directory-table","2026-09-21"
"813","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Snowflake best practice recommends that which role be used to enforce a network policy on a Snowflake account?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/sql-reference/sql/create-network-policy",""
"814","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What is the default behavior of internal stages in Snowflake?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-load-local-file-system-create-stage","2026-09-21"
"815","apartar","quarantine","","3.2","provisional","Rendimiento, Consultas y Transformacion","Carga, Descarga y Conectividad","The MAXIMUM size for a serverless task run is equivalent to what size virtual warehouse?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/tasks-intro#label-billing-task-runs",""
"816","conservar_revisada","verified","2.3","","editorial","Carga, Descarga y Conectividad","Gestion de cuenta y Gobernanza","What storage cost is completely eliminated when a Snowflake table is defined as transient?","Enunciado, opciones y clave contrastados; explicación revisada.","https://docs.snowflake.com/en/user-guide/tables-temp-transient","2026-09-23"
"817","apartar","quarantine","","4.4","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","How can a Snowflake user traverse semi-structured data?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/querying-semistructured.html",""
"818","archivar","archived","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Based on Snowflake recommendations, when creating a hierarchy of custom roles, the top-most custom role should be assigned to which role?","Repite la habilidad y respuesta de la pregunta contrastada 280, sin aportar un escenario sustancialmente distinto. Se conserva el original.","https://docs.snowflake.com/en/user-guide/security-access-control-overview.html#custom-roles","2026-09-23"
"819","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","What happens to the privileges granted to Snowflake system-defined roles?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/security-access-control-overview",""
"820","apartar","quarantine","","2.1","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","By default, which role allows a user to manage a Snowflake Data Exchange share?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/data-sharing-intro.html",""
"821","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","How does the PARTITION BY option affect an expression for a COPY INTO command?","Pendiente prioritaria por formulación absoluta, comportamiento cambiante, respuesta sospechosa o escenario incompleto. Se excluye hasta contrastar las condiciones.","https://docs.snowflake.com/en/user-guide/data-unload-overview#partitioned-data-unloading",""
"822","archivar","archived","","4.1","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","How does Snowflake improve the performance of queries that are designed to filter out a significant amount of data?","Repite la habilidad y respuesta de la pregunta contrastada 792, sin aportar un escenario sustancialmente distinto. Se conserva el original.","https://docs.snowflake.com/en/user-guide/tables-clustering-micropartitions.html","2026-09-23"
